COMM_TTL,VAL,TON,AVGMILE,Origin,Destination
8,169,65,789,Remainder of California,"Seattle-Tacoma, WA CFS Area"
5,175,89,832,Remainder of California,"Seattle-Tacoma, WA CFS Area"
8,18,15,1433,Remainder of Colorado,"Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
7,54,17,899,Remainder of Colorado,"Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
3,23,17,0,Remainder of Colorado,"Denver-Aurora, CO CFS Area"
5,508,111,75,Remainder of Colorado,"Denver-Aurora, CO CFS Area"
7,175,79,123,Remainder of Colorado,"Denver-Aurora, CO CFS Area"
3,5,3,786,Remainder of Colorado,"El Paso-Las Cruces, TX-NM CFS Area (TX Part)"
5,226,37,1091,Remainder of Colorado,"Houston-The Woodlands, TX CFS Area"
7,3,1,713,Remainder of Colorado,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)"
7,55,13,1050,Remainder of Colorado,"Los Angeles-Long Beach, CA CFS Area"
3,2,1,810,Remainder of Colorado,"Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
3,8,7,1174,Remainder of Colorado,"Nashville-Davidson--Murfreesboro, TN CFS Area"
7,11,19,1343,Remainder of Colorado,"New Orleans-Metairie-Hammond, LA-MS CFS Area (LA Part)"
5,35,5,1643,Remainder of Colorado,"New York-Newark, NY-NJ-CT-PA CFS Area (PA Part)"
8,34,35,735,Remainder of Colorado,"Oklahoma City-Shawnee, OK CFS Area"
5,111,31,654,Remainder of Colorado,"Oklahoma City-Shawnee, OK CFS Area"
7,9,3,655,Remainder of Colorado,"Oklahoma City-Shawnee, OK CFS Area"
5,85,11,1827,Remainder of Colorado,"Orlando-Deltona-Daytona Beach, FL CFS Area"
3,4,3,1038,Remainder of Colorado,"Phoenix-Mesa-Glendale, AZ CFS Area"
8,93,105,1255,Remainder of Colorado,"Portland-Vancouver-Salem, OR-WA CFS Area (OR Part)"
8,7,5,1731,Remainder of Colorado,"Raleigh-Durham-Chapel Hill, NC CFS Area"
7,500,415,19,Remainder of Colorado,Remainder of Colorado
3,4,3,729,Remainder of Colorado,Remainder of Idaho
7,6,1,1349,Remainder of Colorado,Remainder of Indiana
5,119,19,1827,Remainder of Colorado,Remainder of Massachusetts
8,59,57,578,Remainder of Colorado,Remainder of Montana
4,40,327,0,Remainder of Colorado,Remainder of Nebraska
8,18,19,858,Remainder of Colorado,Remainder of Nevada
3,11,9,589,Remainder of Colorado,Remainder of New Mexico
8,3,3,1695,Remainder of Colorado,Remainder of North Carolina
5,76,15,1170,Remainder of Colorado,Remainder of Ohio
8,4,3,1684,Remainder of Colorado,Remainder of South Carolina
3,12,9,968,Remainder of Colorado,Remainder of Texas
4,32,45,516,Remainder of Colorado,Remainder of Texas
7,55,23,853,Remainder of Colorado,Remainder of Texas
5,25,3,1497,Remainder of Colorado,Remainder of Virginia
3,6,5,878,Remainder of Colorado,Remainder of Wisconsin
7,11,5,1199,Remainder of Colorado,Remainder of Wisconsin
8,4,3,1132,Remainder of Colorado,"Sacramento-Roseville, CA CFS Area"
3,5,3,1112,Remainder of Colorado,"San Antonio-New Braunfels, TX CFS Area"
8,32,33,1204,Remainder of Colorado,"San Jose-San Francisco-Oakland, CA CFS Area"
5,179,23,1358,Remainder of Colorado,"Seattle-Tacoma, WA CFS Area"
8,35,39,910,Remainder of Colorado,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (IL Part)"
7,2,1,712,Remainder of Colorado,"Tulsa-Muskogee-Bartlesville, OK CFS Area"
8,5,3,1687,Remainder of Colorado,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (DC Part)"
5,71,13,1620,Remainder of Colorado,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (MD Part)"
8,8,5,29,Remainder of Connecticut,"Hartford-West Hartford-East Hartford, CT CFS Area"
4,13,7,42,Remainder of Connecticut,"Hartford-West Hartford-East Hartford, CT CFS Area"
5,16,1,200,Remainder of Connecticut,"New York-Newark, NY-NJ-CT-PA CFS Area (NJ Part)"
5,46,5,179,Remainder of Connecticut,"New York-Newark, NY-NJ-CT-PA CFS Area (NY Part)"
8,65,43,14,Remainder of Connecticut,Remainder of Connecticut
4,49,143,11,Remainder of Connecticut,Remainder of Connecticut
7,841,167,16,Remainder of Connecticut,Remainder of Connecticut
8,1,1,767,Remainder of Delaware,"Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
8,2,1,1641,Remainder of Delaware,"Austin-Round Rock, TX CFS Area"
8,5,3,395,Remainder of Delaware,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (MA Part)"
5,22,11,516,Remainder of Delaware,"Buffalo-Cheektowaga, NY CFS Area"
8,2,1,544,Remainder of Delaware,"Charlotte-Concord, NC-SC CFS Area (NC Part)"
5,12,5,791,Remainder of Delaware,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
5,3,1,435,Remainder of Delaware,"Greensboro--Winston-Salem--High Point, NC CFS Area"
8,2,1,635,Remainder of Delaware,"Greenville-Spartanburg-Anderson, SC CFS Area"
5,4,1,2789,Remainder of Delaware,"Los Angeles-Long Beach, CA CFS Area"
5,8,5,959,Remainder of Delaware,"Orlando-Deltona-Daytona Beach, FL CFS Area"
8,2,1,84,Remainder of Delaware,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (DE Part)"
8,4,3,128,Remainder of Delaware,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (PA Part)"
8,2,1,350,Remainder of Delaware,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (PA Part)"
5,21,25,50,Remainder of Delaware,Remainder of Maryland
8,2,1,202,Remainder of Delaware,Remainder of Pennsylvania
5,69,31,178,Remainder of Delaware,Remainder of Pennsylvania
5,59,39,156,Remainder of Delaware,Remainder of Virginia
8,2,1,216,Remainder of Delaware,"Richmond, VA CFS Area"
5,11,5,243,Remainder of Delaware,"Richmond, VA CFS Area"
8,2,1,2923,Remainder of Delaware,"San Jose-San Francisco-Oakland, CA CFS Area"
8,2,1,1052,Remainder of Delaware,"Tampa-St. Petersburg-Clearwater, FL CFS Area"
8,2,1,105,Remainder of Delaware,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (DC Part)"
8,1,1,116,Remainder of Delaware,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (MD Part)"
7,118,107,1247,Remainder of Florida,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
7,99,195,1010,Remainder of Florida,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (OH Part)"
6,54,11,1087,Remainder of Florida,"Cleveland-Akron-Canton, OH CFS Area"
2,117,541,81,Remainder of Florida,"Jacksonville-St. Marys-Palatka, FL-GA CFS Area (FL Part)"
8,364,97,141,Remainder of Florida,"Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
4,42,77,173,Remainder of Florida,"Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
7,218,473,189,Remainder of Florida,"Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
7,14,9,1526,Remainder of Florida,"Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
7,42,29,720,Remainder of Florida,"New Orleans-Metairie-Hammond, LA-MS CFS Area (LA Part)"
7,17,9,1372,Remainder of Florida,"Oklahoma City-Shawnee, OK CFS Area"
8,435,73,67,Remainder of Florida,"Orlando-Deltona-Daytona Beach, FL CFS Area"
2,173,657,122,Remainder of Florida,"Orlando-Deltona-Daytona Beach, FL CFS Area"
7,428,437,84,Remainder of Florida,"Orlando-Deltona-Daytona Beach, FL CFS Area"
7,7,3,913,Remainder of Florida,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (PA Part)"
7,58,77,455,Remainder of Florida,Remainder of Alabama
1,58,19,1238,Remainder of Florida,Remainder of Arkansas
4,206,581,87,Remainder of Florida,Remainder of Florida
2,769,3343,93,Remainder of Florida,Remainder of Florida
7,37,89,268,Remainder of Florida,Remainder of Georgia
7,11,13,1057,Remainder of Florida,Remainder of Maryland
1,196,51,1742,Remainder of Florida,Remainder of New Mexico
3,49,81,1383,Remainder of Florida,Remainder of New York
7,63,69,620,Remainder of Florida,Remainder of North Carolina
1,148,37,1376,Remainder of Florida,Remainder of Oklahoma
6,77,15,467,Remainder of Florida,Remainder of South Carolina
7,31,53,429,Remainder of Florida,Remainder of South Carolina
6,27,7,2386,Remainder of Florida,Remainder of Utah
7,25,23,1181,Remainder of Florida,"San Antonio-New Braunfels, TX CFS Area"
7,61,53,3182,Remainder of Florida,"Seattle-Tacoma, WA CFS Area"
8,298,117,84,Remainder of Florida,"Tampa-St. Petersburg-Clearwater, FL CFS Area"
5,113,31,90,Remainder of Florida,"Tampa-St. Petersburg-Clearwater, FL CFS Area"
6,44,19,58,Remainder of Florida,"Tampa-St. Petersburg-Clearwater, FL CFS Area"
5,392,141,219,Remainder of Georgia,"Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
3,15,9,321,Remainder of Georgia,"Birmingham-Hoover-Talladega, AL CFS Area"
7,1,1,227,Remainder of Georgia,"Birmingham-Hoover-Talladega, AL CFS Area"
3,5,5,1065,Remainder of Georgia,"Buffalo-Cheektowaga, NY CFS Area"
6,45,23,886,Remainder of Georgia,"Buffalo-Cheektowaga, NY CFS Area"
3,5,3,917,Remainder of Georgia,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
6,202,119,817,Remainder of Georgia,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
6,135,69,624,Remainder of Georgia,"Columbus-Marion-Zanesville, OH CFS Area"
6,118,75,872,Remainder of Georgia,"Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
8,248,225,827,Remainder of Georgia,"Houston-The Woodlands, TX CFS Area"
8,28,29,569,Remainder of Georgia,"Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
5,75,27,512,Remainder of Georgia,"Miami-Fort Lauderdale-Port St. Lucie, FL CFS Area"
8,32,33,294,Remainder of Georgia,"Mobile-Daphne-Fairhope, AL CFS Area"
3,5,5,440,Remainder of Georgia,"Nashville-Davidson--Murfreesboro, TN CFS Area"
6,15,3,748,Remainder of Georgia,"New York-Newark, NY-NJ-CT-PA CFS Area (NJ Part)"
3,1,3,276,Remainder of Georgia,"Orlando-Deltona-Daytona Beach, FL CFS Area"
8,87,107,293,Remainder of Georgia,"Orlando-Deltona-Daytona Beach, FL CFS Area"
3,39,37,248,Remainder of Georgia,Remainder of Alabama
8,73,79,246,Remainder of Georgia,Remainder of Alabama
3,13,11,164,Remainder of Georgia,Remainder of Florida
1,94,31,1155,Remainder of Georgia,Remainder of Kansas
3,218,129,564,Remainder of Georgia,Remainder of Kentucky
3,2,3,735,Remainder of Georgia,Remainder of Maryland
3,2,3,837,Remainder of Georgia,Remainder of Missouri
3,6,19,907,Remainder of Georgia,Remainder of Ohio
3,12,7,230,Remainder of Georgia,Remainder of South Carolina
5,483,85,277,Remainder of Georgia,Remainder of South Carolina
1,17,5,1311,Remainder of Georgia,Remainder of Texas
3,2,1,822,Remainder of Georgia,"Washington-Arlington-Alexandria, DC-VA-MD-WV CFS Area (MD Part)"
7,9,1,3730,Remainder of Hawaii,"El Paso-Las Cruces, TX-NM CFS Area (TX Part)"
3,119,47,32,Remainder of Hawaii,Remainder of Hawaii
8,2,1,302,Remainder of Hawaii,"Urban Honolulu, HI CFS Area"
3,4,11,2292,Remainder of Idaho,"Albany-Schenectady, NY CFS Area"
2,9,29,2213,Remainder of Idaho,"Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
5,23,9,1989,Remainder of Idaho,"Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
7,175,81,2212,Remainder of Idaho,"Buffalo-Cheektowaga, NY CFS Area"
2,4,13,1568,Remainder of Idaho,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
5,23,11,1464,Remainder of Idaho,"Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
7,89,127,1661,Remainder of Idaho,"Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
4,4,19,808,Remainder of Idaho,"Denver-Aurora, CO CFS Area"
7,13,13,737,Remainder of Idaho,"Fresno-Madera, CA CFS Area"
5,3,1,2343,Remainder of Idaho,"Hartford-West Hartford-East Hartford, CT CFS Area"
3,12,5,1842,Remainder of Idaho,"Indianapolis-Carmel-Muncie, IN CFS Area"
3,3,11,1220,Remainder of Idaho,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)"
8,2,1,2266,Remainder of Idaho,"New York-Newark, NY-NJ-CT-PA CFS Area (NJ Part)"
5,14,5,2165,Remainder of Idaho,"New York-Newark, NY-NJ-CT-PA CFS Area (PA Part)"
3,16,7,1129,Remainder of Idaho,"Omaha-Council Bluffs-Fremont, NE-IA CFS Area (NE Part)"
3,14,43,1983,Remainder of Idaho,"Pittsburgh-New Castle-Weirton, PA-OH-WV CFS Area (PA Part)"
7,107,115,441,Remainder of Idaho,"Portland-Vancouver-Salem, OR-WA CFS Area (OR Part)"
7,83,31,560,Remainder of Idaho,"Portland-Vancouver-Salem, OR-WA CFS Area (WA Part)"
4,1,11,723,Remainder of Idaho,Remainder of California
8,356,221,72,Remainder of Idaho,Remainder of Idaho
2,504,1887,42,Remainder of Idaho,Remainder of Idaho
7,2428,2133,40,Remainder of Idaho,Remainder of Idaho
3,40,31,1458,Remainder of Idaho,Remainder of Illinois
5,20,9,1391,Remainder of Idaho,Remainder of Illinois
7,162,203,1515,Remainder of Idaho,Remainder of Illinois
7,12,11,1427,Remainder of Idaho,Remainder of Minnesota
7,263,145,1507,Remainder of Idaho,Remainder of Missouri
4,1,15,925,Remainder of Idaho,Remainder of Nebraska
3,7,1,2185,Remainder of Idaho,Remainder of New York
3,13,11,984,Remainder of Idaho,Remainder of North Dakota
7,140,151,259,Remainder of Idaho,Remainder of Oregon
7,120,179,280,Remainder of Idaho,Remainder of Washington
2,3,9,879,Remainder of Idaho,"San Jose-San Francisco-Oakland, CA CFS Area"
4,7,45,1048,Remainder of Illinois,"Albany-Schenectady, NY CFS Area"
7,20,7,889,Remainder of Illinois,"Albany-Schenectady, NY CFS Area"
7,734,715,675,Remainder of Illinois,"Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
5,34,7,1143,Remainder of Illinois,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (MA Part)"
6,12,33,1032,Remainder of Illinois,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (MA Part)"
6,123,71,613,Remainder of Illinois,"Buffalo-Cheektowaga, NY CFS Area"
7,36,27,716,Remainder of Illinois,"Buffalo-Cheektowaga, NY CFS Area"
3,153,289,99,Remainder of Illinois,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
5,55,19,371,Remainder of Illinois,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (OH Part)"
5,201,31,363,Remainder of Illinois,"Dayton-Springfield-Sidney, OH CFS Area"
5,87,17,845,Remainder of Illinois,"Denver-Aurora, CO CFS Area"
5,36,13,499,Remainder of Illinois,"Detroit-Warren-Ann Arbor, MI CFS Area"
4,14,75,259,Remainder of Illinois,"Grand Rapids-Wyoming-Muskegon, MI CFS Area"
4,9,9,785,Remainder of Illinois,"Greenville-Spartanburg-Anderson, SC CFS Area"
5,103,39,1053,Remainder of Illinois,"Houston-The Woodlands, TX CFS Area"
8,7,11,375,Remainder of Illinois,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)"
5,60,13,318,Remainder of Illinois,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)"
7,408,51,330,Remainder of Illinois,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)"
5,69,37,276,Remainder of Illinois,"Milwaukee-Racine-Waukesha, WI CFS Area"
6,20,15,80,Remainder of Illinois,"Milwaukee-Racine-Waukesha, WI CFS Area"
4,42,127,555,Remainder of Illinois,"Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
8,5,9,1106,Remainder of Illinois,"New York-Newark, NY-NJ-CT-PA CFS Area (NJ Part)"
5,101,29,979,Remainder of Illinois,"New York-Newark, NY-NJ-CT-PA CFS Area (NY Part)"
4,37,97,2101,Remainder of Illinois,"Portland-Vancouver-Salem, OR-WA CFS Area (OR Part)"
8,8,13,788,Remainder of Illinois,Remainder of Alabama
6,53,159,742,Remainder of Illinois,Remainder of Alabama
3,3844,7247,72,Remainder of Illinois,Remainder of Illinois
8,1306,931,0,Remainder of Illinois,Remainder of Illinois
4,28,91,193,Remainder of Illinois,Remainder of Indiana
7,140,205,241,Remainder of Illinois,Remainder of Indiana
4,103,157,0,Remainder of Illinois,Remainder of Iowa
2,56,225,0,Remainder of Illinois,Remainder of Iowa
7,130,295,0,Remainder of Illinois,Remainder of Iowa
5,109,49,368,Remainder of Illinois,Remainder of Kentucky
7,502,669,105,Remainder of Illinois,Remainder of Kentucky
8,8,13,1120,Remainder of Illinois,Remainder of Massachusetts
5,60,17,1093,Remainder of Illinois,Remainder of Massachusetts
7,118,199,337,Remainder of Illinois,Remainder of Michigan
5,127,23,366,Remainder of Illinois,Remainder of Minnesota
5,110,39,144,Remainder of Illinois,Remainder of Missouri
7,576,809,142,Remainder of Illinois,Remainder of Missouri
7,4,15,468,Remainder of Illinois,Remainder of Nebraska
7,30,155,937,Remainder of Illinois,Remainder of New Mexico
7,42,15,812,Remainder of Illinois,Remainder of New York
5,88,25,873,Remainder of Illinois,Remainder of Pennsylvania
7,333,69,647,Remainder of Illinois,Remainder of Pennsylvania
2,60,253,202,Remainder of Illinois,Remainder of Tennessee
6,9,21,512,Remainder of Illinois,Remainder of Tennessee
7,171,245,127,Remainder of Illinois,Remainder of Tennessee
5,93,23,1123,Remainder of Illinois,Remainder of Texas
7,10,9,1071,Remainder of Illinois,Remainder of Vermont
5,59,13,792,Remainder of Illinois,Remainder of Virginia
6,14,37,718,Remainder of Illinois,Remainder of Virginia
4,18,75,2201,Remainder of Illinois,Remainder of Washington
5,55,27,296,Remainder of Illinois,Remainder of Wisconsin
4,29,125,2111,Remainder of Illinois,"Seattle-Tacoma, WA CFS Area"
5,31,9,125,Remainder of Illinois,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (IL Part)"
7,1103,249,102,Remainder of Illinois,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (MO Part)"
4,185,817,1271,Remainder of Illinois,"Tampa-St. Petersburg-Clearwater, FL CFS Area"
5,14,5,1128,Remainder of Illinois,"Tampa-St. Petersburg-Clearwater, FL CFS Area"
2,45,181,597,Remainder of Indiana,"Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
7,140,243,468,Remainder of Indiana,"Birmingham-Hoover-Talladega, AL CFS Area"
7,150,567,965,Remainder of Indiana,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (MA Part)"
4,9,3,614,Remainder of Indiana,"Buffalo-Cheektowaga, NY CFS Area"
2,10,51,155,Remainder of Indiana,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
3,8,21,65,Remainder of Indiana,"Chicago-Naperville, IL-IN-WI CFS Area (IN Part)"
4,25,55,147,Remainder of Indiana,"Chicago-Naperville, IL-IN-WI CFS Area (IN Part)"
7,7,3,158,Remainder of Indiana,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (KY Part)"
7,193,327,181,Remainder of Indiana,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (OH Part)"
7,92,489,257,Remainder of Indiana,"Columbus-Marion-Zanesville, OH CFS Area"
6,40,21,330,Remainder of Indiana,"Detroit-Warren-Ann Arbor, MI CFS Area"
5,29,11,177,Remainder of Indiana,"Grand Rapids-Wyoming-Muskegon, MI CFS Area"
7,197,417,82,Remainder of Indiana,"Indianapolis-Carmel-Muncie, IN CFS Area"
8,16,19,118,Remainder of Indiana,"Louisville/Jefferson County-Elizabethtown-Madison, KY-IN CFS Area (KY Part)"
6,14,11,169,Remainder of Indiana,"Louisville/Jefferson County-Elizabethtown-Madison, KY-IN CFS Area (KY Part)"
7,162,303,89,Remainder of Indiana,"Louisville/Jefferson County-Elizabethtown-Madison, KY-IN CFS Area (KY Part)"
7,75,79,471,Remainder of Indiana,"Memphis, TN-MS-AR CFS Area (TN Part)"
7,63,97,366,Remainder of Indiana,"Milwaukee-Racine-Waukesha, WI CFS Area"
2,49,201,680,Remainder of Indiana,"Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
3,6,15,348,Remainder of Indiana,"Nashville-Davidson--Murfreesboro, TN CFS Area"
7,30,65,211,Remainder of Indiana,"Nashville-Davidson--Murfreesboro, TN CFS Area"
3,262,507,1117,Remainder of Indiana,"New Orleans-Metairie-Hammond, LA-MS CFS Area (LA Part)"
8,47,49,1064,Remainder of Indiana,"New York-Newark, NY-NJ-CT-PA CFS Area (NJ Part)"
5,46,9,817,Remainder of Indiana,"Oklahoma City-Shawnee, OK CFS Area"
7,39,235,820,Remainder of Indiana,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (DE Part)"
4,18,5,696,Remainder of Indiana,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (PA Part)"
7,14,9,2408,Remainder of Indiana,"Portland-Vancouver-Salem, OR-WA CFS Area (OR Part)"
4,121,215,665,Remainder of Indiana,Remainder of Alabama
5,124,25,3839,Remainder of Indiana,Remainder of Alaska
7,27,33,928,Remainder of Indiana,Remainder of Florida
4,11,3,1811,Remainder of Indiana,Remainder of Idaho
6,27,13,276,Remainder of Indiana,Remainder of Illinois
7,71,43,0,Remainder of Indiana,Remainder of Illinois
2,1246,4863,35,Remainder of Indiana,Remainder of Indiana
5,605,483,27,Remainder of Indiana,Remainder of Indiana
2,2,9,468,Remainder of Indiana,Remainder of Kansas
8,8,9,99,Remainder of Indiana,Remainder of Kentucky
7,221,357,125,Remainder of Indiana,Remainder of Kentucky
7,41,23,615,Remainder of Indiana,Remainder of Mississippi
5,46,9,1516,Remainder of Indiana,Remainder of New Mexico
7,45,33,756,Remainder of Indiana,Remainder of New York
5,24,7,632,Remainder of Indiana,Remainder of North Carolina
4,39,81,544,Remainder of Indiana,Remainder of Tennessee
7,158,309,281,Remainder of Indiana,Remainder of Tennessee
7,33,17,320,Remainder of Indiana,Remainder of West Virginia
5,123,23,2234,Remainder of Indiana,"San Jose-San Francisco-Oakland, CA CFS Area"
4,32,11,2326,Remainder of Indiana,"Seattle-Tacoma, WA CFS Area"
4,80,287,226,Remainder of Indiana,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (IL Part)"
8,11,9,194,Remainder of Indiana,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (MO Part)"
7,45,37,271,Remainder of Indiana,"St. Louis-St. Charles-Farmington, MO-IL CFS Area (MO Part)"
8,290,401,963,Remainder of Iowa,"Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
4,91,93,848,Remainder of Iowa,"Atlanta-Athens-Clarke County-Sandy Springs, GA CFS Area"
6,46,37,1291,Remainder of Iowa,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (MA Part)"
5,2,1,1183,Remainder of Iowa,"Boston-Worcester-Providence, MA-RI-NH-CT CFS Area (NH Part)"
5,76,19,842,Remainder of Iowa,"Buffalo-Cheektowaga, NY CFS Area"
6,91,41,788,Remainder of Iowa,"Buffalo-Cheektowaga, NY CFS Area"
8,108,147,159,Remainder of Iowa,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
5,1032,357,387,Remainder of Iowa,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
6,527,381,258,Remainder of Iowa,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
7,1846,2031,245,Remainder of Iowa,"Chicago-Naperville, IL-IN-WI CFS Area (IL Part)"
5,46,23,633,Remainder of Iowa,"Cincinnati-Wilmington-Maysville, OH-KY-IN CFS Area (OH Part)"
5,124,23,650,Remainder of Iowa,"Cleveland-Akron-Canton, OH CFS Area"
4,47,43,632,Remainder of Iowa,"Columbus-Marion-Zanesville, OH CFS Area"
5,281,83,805,Remainder of Iowa,"Dallas-Fort Worth, TX-OK CFS Area (TX Part)"
6,29,13,712,Remainder of Iowa,"Denver-Aurora, CO CFS Area"
5,46,13,373,Remainder of Iowa,"Fort Wayne-Huntington-Auburn, IN CFS Area"
6,82,39,430,Remainder of Iowa,"Fort Wayne-Huntington-Auburn, IN CFS Area"
4,7,1,974,Remainder of Iowa,"Greenville-Spartanburg-Anderson, SC CFS Area"
5,39,11,1065,Remainder of Iowa,"Hartford-West Hartford-East Hartford, CT CFS Area"
6,34,11,1279,Remainder of Iowa,"Hartford-West Hartford-East Hartford, CT CFS Area"
6,19,7,1129,Remainder of Iowa,"Houston-The Woodlands, TX CFS Area"
6,89,49,443,Remainder of Iowa,"Indianapolis-Carmel-Muncie, IN CFS Area"
4,74,355,196,Remainder of Iowa,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)"
7,267,283,202,Remainder of Iowa,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (KS Part)"
4,32,119,274,Remainder of Iowa,"Kansas City-Overland Park-Kansas City, MO-KS CFS Area (MO Part)"
7,4,1,1459,Remainder of Iowa,"Las Vegas-Henderson, NV-AZ CFS Area (NV Part)"
8,96,145,2011,Remainder of Iowa,"Los Angeles-Long Beach, CA CFS Area"
4,44,67,1883,Remainder of Iowa,"Los Angeles-Long Beach, CA CFS Area"
6,344,225,1817,Remainder of Iowa,"Los Angeles-Long Beach, CA CFS Area"
7,392,663,1882,Remainder of Iowa,"Los Angeles-Long Beach, CA CFS Area"
6,7,7,577,Remainder of Iowa,"Louisville/Jefferson County-Elizabethtown-Madison, KY-IN CFS Area (KY Part)"
2,50,211,246,Remainder of Iowa,"Minneapolis-St. Paul, MN-WI CFS Area (MN Part)"
4,88,335,234,Remainder of Iowa,"Omaha-Council Bluffs-Fremont, NE-IA CFS Area (NE Part)"
5,274,61,150,Remainder of Iowa,"Omaha-Council Bluffs-Fremont, NE-IA CFS Area (NE Part)"
5,27,7,945,Remainder of Iowa,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (DE Part)"
8,177,249,1017,Remainder of Iowa,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (PA Part)"
7,78,259,1023,Remainder of Iowa,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CFS Area (PA Part)"
8,97,97,1806,Remainder of Iowa,"Phoenix-Mesa-Glendale, AZ CFS Area"
6,60,31,1627,Remainder of Iowa,"Phoenix-Mesa-Glendale, AZ CFS Area"
5,46,9,1888,Remainder of Iowa,"Portland-Vancouver-Salem, OR-WA CFS Area (OR Part)"
5,31,9,651,Remainder of Iowa,Remainder of Arkansas
7,134,291,708,Remainder of Iowa,Remainder of Arkansas
6,63,153,1146,Remainder of Iowa,Remainder of Georgia
7,78,271,1117,Remainder of Iowa,Remainder of Georgia
4,95,287,1289,Remainder of Iowa,Remainder of Idaho
7,153,217,1229,Remainder of Iowa,Remainder of Idaho
4,860,1345,105,Remainder of Iowa,Remainder of Illinois
3,5513,11581,52,Remainder of Iowa,Remainder of Iowa
2,7730,30093,33,Remainder of Iowa,Remainder of Iowa
7,3272,5055,49,Remainder of Iowa,Remainder of Iowa
7,46,89,228,Remainder of Iowa,Remainder of Kansas
4,371,939,166,Remainder of Iowa,Remainder of Minnesota
2,6,33,75,Remainder of Iowa,Remainder of Minnesota
7,107,257,272,Remainder of Iowa,Remainder of Minnesota
2,1,5,93,Remainder of Iowa,Remainder of Missouri
6,46,25,1392,Remainder of Iowa,Remainder of Montana
5,47,5,1552,Remainder of Iowa,Remainder of Nevada
